NCT Number,Study Status,Study Results,Conditions,Sponsor,Sex,Age,Phases,Enrollment,Trial Duration (days),Number of Sites,Intervention Type,has_collaborator,Allocation,Primary Purpose,blinding_level,query_rate,risk_category,therapeutic_area,sponsor_type,protocol_amendment_count,crf_page_count,site_experience_score,country_risk_score,investigator_tenure_years,screen_failure_rate,enrollment_velocity,avg_time_visit_to_entry_days,edit_check_density_per_domain,historical_query_resolution_time_days,sdtm_domain_count,complex_derivations_flag,external_data_feeds_count
NCT01908777,COMPLETED,NO,T Cell Non-Hodgkin Lymphoma,Memorial Sloan Kettering Cancer Center,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,47.0,4462,10,OTHER,1,UNKNOWN,TREATMENT,0,17.34,LOW,ONCOLOGY,ACADEMIC_GOVT,2,88,4.48,3,0.5,0.3398,0.31600179291797403,2.5,25,15.9,9,1,2
NCT00003457,COMPLETED,YES,Refractory Brain Tumors,Burzynski Research Institute,ALL,"ADULT, OLDER_ADULT",PHASE2,40.0,5693,1,DRUG,0,UNKNOWN,TREATMENT,0,20.93,LOW,NEUROLOGY,ACADEMIC_GOVT,6,131,6.09,1,4.16,0.438,0.21078517477604072,4.3,27,9.8,11,0,1
NCT02285101,COMPLETED,NO,Melanoma|Prostate Adenocarcinoma,Bio-Cancer Treatment International Limited,ALL,"ADULT, OLDER_ADULT",PHASE1,23.0,1553,2,BIOLOGICAL,1,NON_RANDOMIZED,TREATMENT,0,26.4,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,6,79,4.99,1,0.56,0.1329,0.4443013522215068,6.0,23,3.1,8,1,2
NCT00356681,TERMINATED,NO,Breast Neoplasms|Breast Tumors|Breast Cancer|Locally Recurrent and Metastatic Breast Cancer,Amgen,FEMALE,"ADULT, OLDER_ADULT",PHASE2,282.0,2070,0,DRUG,0,RANDOMIZED,TREATMENT,4,147.18,HIGH,ONCOLOGY,INDUSTRY,6,122,6.54,3,1.37,0.2997,4.086956521739131,0.5,26,6.8,11,0,7
NCT00492167,COMPLETED,NO,Neuroblastoma,Memorial Sloan Kettering Cancer Center,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1,45.0,6020,1,BIOLOGICAL,1,UNKNOWN,TREATMENT,0,22.26,LOW,OTHER,ACADEMIC_GOVT,1,73,4.06,1,2.13,0.176,0.22425249169435216,3.5,20,21.8,12,1,5
NCT03398200,COMPLETED,YES,Myeloma,Omar Aljitawi,ALL,"ADULT, OLDER_ADULT",PHASE2,99.0,1783,3,BIOLOGICAL,0,RANDOMIZED,TREATMENT,0,47.86,HIGH,ONCOLOGY,INDUSTRY,8,164,6.02,1,5.22,0.1979,1.6657319125070107,0.5,40,8.9,13,1,3
NCT00758407,COMPLETED,NO,Cancer-related Fatigue,Medice Arzneimittel Pütter GmbH & Co KG,ALL,ADULT,PHASE3,66.0,1249,6,DRUG,0,RANDOMIZED,TREATMENT,2,21.13,LOW,ONCOLOGY,INDUSTRY,12,233,4.75,3,2.75,0.2981,1.5852682145716575,1.2,61,5.4,20,0,4
NCT03746392,COMPLETED,YES,"Malignant Neoplasm|Leukemia, Lymphocytic, Chronic, B-Cell|Lung Disease Chronic|Congestive Heart Failure|Liver Failures, Chronic|Renal Insufficiency, Chronic|Dementia|Diabetes Complications|Peripheral Vascular Disease|Frail Elderly",University of Washington,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,150.0,730,2,BEHAVIORAL,0,RANDOMIZED,SUPPORTIVE_CARE,1,32.32,MEDIUM,NEUROLOGY,ACADEMIC_GOVT,0,54,4.52,1,0.5,0.2179,6.164383561643836,0.8,19,4.5,5,0,0
NCT00004136,COMPLETED,NO,Liver Cancer|Metastatic Cancer,M.D. Anderson Cancer Center,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,59.0,2879,1,PROCEDURE,1,NON_RANDOMIZED,TREATMENT,0,51.95,HIGH,ONCOLOGY,ACADEMIC_GOVT,4,71,5.32,1,3.38,0.4055,0.6147968044459882,1.7,24,15.7,16,1,1
NCT00199836,COMPLETED,YES,Cancer|Neoplasm,Ludwig Institute for Cancer Research,ALL,"ADULT, OLDER_ADULT",PHASE1,14.0,1007,1,BIOLOGICAL,0,UNKNOWN,TREATMENT,0,14.1,LOW,ONCOLOGY,ACADEMIC_GOVT,0,77,4.83,1,1.68,0.3578,0.4170804369414101,7.1,16,12.6,6,0,4
NCT00229671,COMPLETED,NO,Pediatric ALL,Weill Medical College of Cornell University,ALL,"CHILD, ADULT",NOT_REPORTED,6341.0,1399,1,OTHER,1,NON_RANDOMIZED,PREVENTION,0,16.03,LOW,OTHER,ACADEMIC_GOVT,2,79,6.92,2,7.03,0.1826,69.51506426735254,6.2,16,32.6,9,0,2
NCT01682044,COMPLETED,YES,Contiguous Stage II Grade 1 Follicular Lymphoma|Contiguous Stage II Grade 2 Follicular Lymphoma|Contiguous Stage II Grade 3 Follicular Lymphoma|Contiguous Stage II Marginal Zone Lymphoma|Contiguous Stage II Small Lymphocytic Lymphoma|Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue|Nodal Marginal Zone B-cell Lymphoma|Noncontiguous Stage II Grade 1 Follicular Lymphoma|Noncontiguous Stage II Grade 2 Follicular Lymphoma|Noncontiguous Stage II Grade 3 Follicular Lymphoma|Noncontiguous Stage II Marginal Zone Lymphoma|Noncontiguous Stage II Small Lymphocytic Lymphoma|Recurrent Grade 1 Follicular Lymphoma|Recurrent Grade 2 Follicular Lymphoma|Recurrent Grade 3 Follicular Lymphoma|Recurrent Marginal Zone Lymphoma|Recurrent Small Lymphocytic Lymphoma|Splenic Marginal Zone Lymphoma|Stage I Grade 1 Follicular Lymphoma|Stage I Grade 2 Follicular Lymphoma|Stage I Grade 3 Follicular Lymphoma|Stage I Marginal Zone Lymphoma|Stage I Small Lymphocytic Lymphoma|Stage III Grade 1 Follicular Lymphoma|Stage III Grade 2 Follicular Lymphoma|Stage III Grade 3 Follicular Lymphoma|Stage III Marginal Zone Lymphoma|Stage III Small Lymphocytic Lymphoma|Stage IV Grade 1 Follicular Lymphoma|Stage IV Grade 2 Follicular Lymphoma|Stage IV Grade 3 Follicular Lymphoma|Stage IV Marginal Zone Lymphoma|Stage IV Small Lymphocytic Lymphoma,Roswell Park Cancer Institute,ALL,"ADULT, OLDER_ADULT",PHASE2,20.0,3537,1,BIOLOGICAL,1,UNKNOWN,TREATMENT,0,14.59,LOW,ONCOLOGY,ACADEMIC_GOVT,4,143,3.99,2,0.95,0.4779,0.16963528413910092,6.4,36,4.2,13,1,4
NCT02807844,COMPLETED,YES,Triple Negative Breast Cancer|Pancreatic Carcinoma|Melanoma|Endometrial Carcinoma,Novartis Pharmaceuticals,ALL,"ADULT, OLDER_ADULT",PHASE2,141.0,1436,20,DRUG,0,NON_RANDOMIZED,TREATMENT,0,46.61,HIGH,ONCOLOGY,INDUSTRY,2,124,6.07,3,2.1,0.5607,2.945682451253482,1.6,31,4.0,13,1,2
NCT01139164,TERMINATED,YES,Hematological Malignancies,Medical University of South Carolina,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,78.0,2009,1,DRUG,0,UNKNOWN,TREATMENT,0,49.65,HIGH,OTHER,ACADEMIC_GOVT,7,98,6.06,1,4.06,0.1913,1.1647585863613739,4.8,29,7.7,14,0,2
NCT00457964,COMPLETED,NO,Tuberous Sclerosis|Lymphangioleiomyomatosis,"Children's Hospital Medical Center, Cincinnati",ALL,"ADULT, OLDER_ADULT",PHASE2,36.0,2891,1,DRUG,1,UNKNOWN,TREATMENT,0,55.79,HIGH,OTHER,ACADEMIC_GOVT,1,100,3.83,1,2.51,0.4804,0.3735731580767901,2.3,32,24.7,12,1,0
NCT01957709,TERMINATED,YES,Myxoid Liposarcoma|Round Cell Liposarcoma|Synovial Sarcoma,Fred Hutchinson Cancer Center,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,8.0,1710,1,OTHER,1,UNKNOWN,BASIC_SCIENCE,0,38.56,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,4,32,6.83,1,4.85,0.1971,0.14035087719298245,10.5,7,7.7,3,0,0
NCT01532687,COMPLETED,YES,Adult Alveolar Soft Part Sarcoma|Adult Angiosarcoma|Adult Desmoplastic Small Round Cell Tumor|Adult Epithelioid Hemangioendothelioma|Adult Epithelioid Sarcoma|Adult Extraskeletal Myxoid Chondrosarcoma|Adult Extraskeletal Osteosarcoma|Adult Fibrosarcoma|Adult Leiomyosarcoma|Adult Liposarcoma|Adult Malignant Peripheral Nerve Sheath Tumor|Adult Rhabdomyosarcoma|Adult Synovial Sarcoma|Adult Undifferentiated Pleomorphic Sarcoma|Malignant Adult Hemangiopericytoma|Recurrent Adult Soft Tissue Sarcoma|Sarcoma|Stage III Adult Soft Tissue Sarcoma AJCC v7|Stage IV Adult Soft Tissue Sarcoma AJCC v7,OHSU Knight Cancer Institute,ALL,"ADULT, OLDER_ADULT",PHASE2,54.0,2788,2,DRUG,1,RANDOMIZED,TREATMENT,2,58.68,HIGH,ONCOLOGY,ACADEMIC_GOVT,4,103,4.28,3,6.07,0.371,0.5810616929698709,8.8,38,4.2,14,1,1
NCT01176487,COMPLETED,NO,Lung Cancer,Cancer Trials Ireland,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,40.0,2100,2,OTHER,0,NON_RANDOMIZED,SUPPORTIVE_CARE,0,41.28,MEDIUM,ONCOLOGY,INDUSTRY,6,91,6.77,2,1.11,0.2342,0.5714285714285714,2.9,21,16.4,12,0,1
NCT07123493,TERMINATED,NO,Recurrent or Metastatic Solid Tumors With Positive ALPP,Haifeng Qin,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,1.0,124,1,BIOLOGICAL,0,UNKNOWN,TREATMENT,0,7.54,LOW,ONCOLOGY,INDUSTRY,0,42,4.86,2,2.12,0.3157,0.24193548387096772,2.8,13,6.7,8,0,5
NCT01562821,COMPLETED,NO,Acquired Bleeding Disorder|Cirrhosis,Novo Nordisk A/S,ALL,"ADULT, OLDER_ADULT",PHASE2,235.0,518,7,DRUG,0,RANDOMIZED,TREATMENT,2,57.13,HIGH,OTHER,INDUSTRY,1,97,3.71,2,9.25,0.2207,13.610038610038611,4.3,28,4.7,15,0,3
NCT02609321,COMPLETED,NO,Breast Cancer,Instituto de Cancerología S.A.,FEMALE,"ADULT, OLDER_ADULT",PHASE3,60.0,396,1,PROCEDURE,0,RANDOMIZED,TREATMENT,1,80.73,HIGH,ONCOLOGY,INDUSTRY,1,168,6.85,2,5.18,0.3014,4.545454545454546,7.7,45,9.0,14,0,1
NCT01557114,TERMINATED,NO,Malignant Melanoma,"Gustave Roussy, Cancer Campus, Grand Paris",ALL,"ADULT, OLDER_ADULT",PHASE1,19.0,1827,2,DRUG,0,UNKNOWN,TREATMENT,0,27.48,MEDIUM,ONCOLOGY,INDUSTRY,0,47,6.09,2,2.51,0.3836,0.31198686371100165,3.6,17,7.0,12,0,3
NCT01716806,COMPLETED,YES,Hodgkin Disease|Peripheral T Cell Lymphoma,Seagen Inc.,ALL,"ADULT, OLDER_ADULT",PHASE2,131.0,3968,54,DRUG,1,NON_RANDOMIZED,TREATMENT,0,46.08,HIGH,ONCOLOGY,INDUSTRY,6,122,6.51,3,9.61,0.4821,0.9904233870967741,5.1,36,5.7,15,1,1
NCT01685606,TERMINATED,YES,Mantle Cell Lymphoma|Diffuse Large Cell Lymphoma|Burkitts Lymphoma|T Cell Lymphomas|Acute Myeloid Leukemia/Acute Lymphoblastic Leukemia,Brown University,ALL,"ADULT, OLDER_ADULT",PHASE2,6.0,822,2,BIOLOGICAL,0,UNKNOWN,TREATMENT,0,50.81,HIGH,ONCOLOGY,ACADEMIC_GOVT,4,138,5.59,2,3.37,0.4156,0.21897810218978103,5.3,44,12.3,18,1,3
NCT00253422,COMPLETED,YES,Breast Cancer,"Institute of Cancer Research, United Kingdom",FEMALE,"ADULT, OLDER_ADULT",PHASE3,698.0,6821,2,DRUG,1,RANDOMIZED,TREATMENT,3,71.7,HIGH,ONCOLOGY,ACADEMIC_GOVT,8,207,6.43,2,3.93,0.2485,3.069931095147339,4.2,57,13.3,16,1,3
NCT03489551,COMPLETED,YES,Stem Cell Transplant Complications|Delirium,Michelle Weckmann,ALL,"ADULT, OLDER_ADULT",PHASE4,17.0,700,0,DRUG,1,UNKNOWN,SUPPORTIVE_CARE,0,13.05,LOW,OTHER,INDUSTRY,3,54,6.48,1,4.33,0.1657,0.7285714285714286,5.0,24,4.3,7,0,1
NCT03675451,COMPLETED,YES,Prostate Cancer,Weill Medical College of Cornell University,MALE,"ADULT, OLDER_ADULT",PHASE2,20.0,504,1,DRUG,0,UNKNOWN,DIAGNOSTIC,0,17.32,LOW,ONCOLOGY,ACADEMIC_GOVT,4,103,7.19,1,2.85,0.6142,1.1904761904761905,11.1,27,9.9,11,0,3
NCT00154102,COMPLETED,YES,Epidermal Growth Factor Receptor (EGFR) Expressing Metastatic Colorectal Cancer,"Merck KGaA, Darmstadt, Germany",ALL,"ADULT, OLDER_ADULT",PHASE3,1221.0,2495,154,DRUG,0,RANDOMIZED,TREATMENT,0,30.36,MEDIUM,ONCOLOGY,INDUSTRY,10,280,5.93,5,2.48,0.308,14.681362725450901,2.0,79,11.8,20,1,3
NCT01294202,COMPLETED,NO,Gastrointestinal Stromal Tumor (GIST),"Astex Pharmaceuticals, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE2,26.0,1218,8,DRUG,0,UNKNOWN,TREATMENT,0,45.4,HIGH,ONCOLOGY,INDUSTRY,1,117,7.6,1,3.17,0.2963,0.6403940886699507,2.3,30,7.2,11,0,2
NCT02593045,COMPLETED,NO,Cutaneous T-Cell Lymphoma,Innate Pharma,ALL,"ADULT, OLDER_ADULT",PHASE1,44.0,1644,5,BIOLOGICAL,0,UNKNOWN,TREATMENT,0,38.93,MEDIUM,ONCOLOGY,INDUSTRY,1,67,6.08,1,7.01,0.2135,0.8029197080291971,3.0,16,5.5,13,0,4
NCT00588445,COMPLETED,YES,Lung Cancer|Non-small Cell Lung Cancer|Bronchioloalveolar Cancer,Memorial Sloan Kettering Cancer Center,ALL,"ADULT, OLDER_ADULT",PHASE2,65.0,2283,1,DRUG,0,UNKNOWN,TREATMENT,0,54.22,HIGH,RESPIRATORY,ACADEMIC_GOVT,3,114,5.24,1,16.87,0.3375,0.8541392904073588,1.9,29,9.2,11,1,0
NCT05620472,COMPLETED,NO,"Solid Tumor, Adult",Tomsk National Research Medical Center of the Russian Academy of Sciences,FEMALE,"ADULT, OLDER_ADULT",PHASE1,10.0,822,1,DRUG,1,NON_RANDOMIZED,DIAGNOSTIC,1,3.66,LOW,ONCOLOGY,ACADEMIC_GOVT,2,54,6.87,1,1.4,0.1128,0.36496350364963503,3.0,15,7.4,7,0,2
NCT01419795,TERMINATED,YES,Adult Nasal Type Extranodal NK/T-cell Lymphoma|Anaplastic Large Cell Lymphoma|Angioimmunoblastic T-cell Lymphoma|Cutaneous B-cell Non-Hodgkin Lymphoma|Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue|Hepatosplenic T-cell Lymphoma|Intraocular Lymphoma|Nodal Marginal Zone B-cell Lymphoma|Noncutaneous Extranodal Lymphoma|Peripheral T-cell Lymphoma|Prolymphocytic Leukemia|Recurrent Adult Burkitt Lymphoma|Recurrent Adult Diffuse Large Cell Lymphoma|Recurrent Adult Diffuse Mixed Cell Lymphoma|Recurrent Adult Diffuse Small Cleaved Cell Lymphoma|Recurrent Adult Grade III Lymphomatoid Granulomatosis|Recurrent Adult Immunoblastic Large Cell Lymphoma|Recurrent Adult Lymphoblastic Lymphoma|Recurrent Adult T-cell Leukemia/Lymphoma|Recurrent Cutaneous T-cell Non-Hodgkin Lymphoma|Recurrent Grade 1 Follicular Lymphoma|Recurrent Grade 2 Follicular Lymphoma|Recurrent Grade 3 Follicular Lymphoma|Recurrent Mantle Cell Lymphoma|Recurrent Marginal Zone Lymphoma|Recurrent Mycosis Fungoides/Sezary Syndrome|Recurrent Small Lymphocytic Lymphoma|Refractory Chronic Lymphocytic Leukemia|Refractory Hairy Cell Leukemia|Small Intestine Lymphoma|Splenic Marginal Zone Lymphoma|T-cell Large Granular Lymphocyte Leukemia|Testicular Lymphoma|Waldenström Macroglobulinemia,Fred Hutchinson Cancer Center,ALL,"ADULT, OLDER_ADULT",PHASE2,3.0,488,1,DRUG,1,NON_RANDOMIZED,TREATMENT,0,32.07,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,5,116,5.41,1,0.5,0.2794,0.18442622950819673,2.3,30,16.2,15,0,4
NCT02516995,COMPLETED,NO,Prostate Cancer,"Gustave Roussy, Cancer Campus, Grand Paris",MALE,"ADULT, OLDER_ADULT",NOT_REPORTED,10.0,1430,1,DEVICE,0,UNKNOWN,UNKNOWN,0,9.99,LOW,ONCOLOGY,INDUSTRY,4,98,7.1,1,1.68,0.2266,0.2097902097902098,1.3,27,6.4,8,0,2
NCT02450877,COMPLETED,NO,"Leukemia, Myeloid, Acute",Celgene,ALL,"CHILD, ADULT",PHASE2,7.0,1518,8,DRUG,0,RANDOMIZED,TREATMENT,0,54.71,HIGH,ONCOLOGY,INDUSTRY,8,116,7.49,1,5.64,0.2154,0.1383399209486166,2.8,38,6.0,10,1,1
NCT02177175,COMPLETED,YES,Breast Cancer,Memorial Sloan Kettering Cancer Center,FEMALE,"ADULT, OLDER_ADULT",PHASE2,82.0,2557,2,DRUG,0,RANDOMIZED,PREVENTION,2,60.62,HIGH,ONCOLOGY,ACADEMIC_GOVT,6,112,7.87,1,0.5,0.3,0.9620649198279233,6.5,26,16.7,6,0,0
NCT05895357,COMPLETED,NO,Bone Marrow Disease|Hematological Malignancy,Izmir Bakircay University,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,66.0,65,1,OTHER,0,RANDOMIZED,SUPPORTIVE_CARE,0,10.01,LOW,OTHER,ACADEMIC_GOVT,1,66,6.97,2,17.36,0.1099,30.461538461538463,2.4,14,15.9,9,0,3
NCT01876901,COMPLETED,YES,Medium and Lower Rectal Cancer,Institut Bergonié,ALL,"ADULT, OLDER_ADULT",PHASE2,124.0,3109,9,PROCEDURE,0,NON_RANDOMIZED,TREATMENT,0,20.5,LOW,ONCOLOGY,INDUSTRY,7,128,6.32,1,1.41,0.3396,1.1965262142167898,3.4,28,5.7,10,1,2
NCT00002812,COMPLETED,NO,Leukemia,Children's Oncology Group,ALL,"CHILD, ADULT",PHASE3,2078.0,3468,35,DRUG,1,RANDOMIZED,TREATMENT,0,177.36,HIGH,ONCOLOGY,INDUSTRY,12,304,7.51,4,4.23,0.428,17.975778546712803,7.1,90,4.1,20,1,5
NCT01520519,COMPLETED,YES,Leukemia,M.D. Anderson Cancer Center,ALL,"ADULT, OLDER_ADULT",PHASE2,40.0,2355,1,DRUG,1,UNKNOWN,TREATMENT,0,67.03,HIGH,ONCOLOGY,ACADEMIC_GOVT,4,104,4.03,3,2.1,0.2346,0.5095541401273885,8.0,24,2.0,10,1,2
NCT01431365,COMPLETED,NO,Cancer,"University of Western Ontario, Canada",ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,110.0,1218,1,BEHAVIORAL,0,RANDOMIZED,PREVENTION,3,31.3,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,3,44,6.19,1,2.22,0.4532,2.70935960591133,6.2,8,16.6,4,1,0
NCT03331367,COMPLETED,NO,Prostate Cancer,NYU Langone Health,MALE,"ADULT, OLDER_ADULT",NOT_REPORTED,40.0,894,1,PROCEDURE,0,NON_RANDOMIZED,BASIC_SCIENCE,0,11.94,LOW,ONCOLOGY,INDUSTRY,1,88,5.56,1,2.98,0.3091,1.342281879194631,3.2,21,5.7,5,1,2
NCT02213107,COMPLETED,YES,Prostate Cancer,University of Rochester,ALL,OLDER_ADULT,PHASE2,43.0,3347,2,DRUG,0,UNKNOWN,TREATMENT,0,30.39,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,3,139,4.84,2,2.83,0.3649,0.38541977890648343,3.3,30,6.4,11,1,2
NCT00994500,COMPLETED,NO,"Childhood Burkitt Lymphoma|Childhood Central Nervous System Choriocarcinoma|Childhood Central Nervous System Germ Cell Tumor|Childhood Central Nervous System Germinoma|Childhood Central Nervous System Mixed Germ Cell Tumor|Childhood Central Nervous System Teratoma|Childhood Central Nervous System Yolk Sac Tumor|Childhood Choroid Plexus Tumor|Childhood Craniopharyngioma|Childhood Diffuse Large Cell Lymphoma|Childhood Immunoblastic Large Cell Lymphoma|Childhood Medulloepithelioma|Childhood Meningioma|Childhood Mixed Glioma|Childhood Nasal Type Extranodal NK/T-cell Lymphoma|Childhood Oligodendroglioma|Recurrent Childhood Anaplastic Large Cell Lymphoma|Recurrent Childhood Brain Stem Glioma|Recurrent Childhood Central Nervous System Embryonal Tumor|Recurrent Childhood Cerebellar Astrocytoma|Recurrent Childhood Cerebral Astrocytoma|Recurrent Childhood Ependymoma|Recurrent Childhood Grade III Lymphomatoid Granulomatosis|Recurrent Childhood Large Cell Lymphoma|Recurrent Childhood Lymphoblastic Lymphoma|Recurrent Childhood Malignant Germ Cell Tumor|Recurrent Childhood Medulloblastoma|Recurrent Childhood Pineoblastoma|Recurrent Childhood Small Noncleaved Cell Lymphoma|Recurrent Childhood Subependymal Giant Cell Astrocytoma|Recurrent Childhood Supratentorial Primitive Neuroectodermal Tumor|Recurrent Childhood Visual Pathway and Hypothalamic Glioma|Recurrent Childhood Visual Pathway Glioma|Recurrent/Refractory Childhood Hodgkin Lymphoma|Unspecified Childhood Solid Tumor, Protocol Specific",National Cancer Institute (NCI),ALL,"CHILD, ADULT",PHASE1,20.0,699,6,DRUG,0,UNKNOWN,TREATMENT,0,4.29,LOW,NEUROLOGY,ACADEMIC_GOVT,1,64,5.34,2,2.73,0.302,0.8583690987124464,10.5,11,7.4,6,0,2
NCT03111992,COMPLETED,NO,Multiple Myeloma,Novartis Pharmaceuticals,ALL,"ADULT, OLDER_ADULT",PHASE1,26.0,805,8,DRUG,0,NON_RANDOMIZED,TREATMENT,0,34.14,MEDIUM,ONCOLOGY,INDUSTRY,2,45,7.1,4,0.96,0.2736,0.968944099378882,1.1,23,7.5,4,0,4
NCT05348811,COMPLETED,NO,Cholangiocarcinoma,Zhongda Hospital,ALL,"ADULT, OLDER_ADULT",PHASE2,25.0,1206,1,DRUG,0,UNKNOWN,TREATMENT,0,36.64,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,2,113,7.75,2,6.93,0.3636,0.6218905472636815,5.2,30,5.6,10,1,1
NCT01612871,COMPLETED,NO,Breast Cancer,Institut Claudius Regaud,FEMALE,"ADULT, OLDER_ADULT",PHASE4,39.0,1310,2,DRUG,0,UNKNOWN,TREATMENT,0,1.76,LOW,ONCOLOGY,INDUSTRY,6,66,5.84,1,9.68,0.1403,0.8931297709923665,5.4,23,3.2,6,1,3
NCT05765734,TERMINATED,YES,Non-Small Cell Lung Cancer,"Taiho Oncology, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE1,18.0,659,8,DRUG,0,NON_RANDOMIZED,TREATMENT,0,17.86,LOW,ONCOLOGY,INDUSTRY,2,64,5.95,5,0.5,0.347,0.819423368740516,0.9,19,12.3,3,1,1
NCT02619864,COMPLETED,NO,Glioblastoma Multiforme,Canadian Cancer Trials Group,ALL,"ADULT, OLDER_ADULT",PHASE1,15.0,1160,4,DRUG,1,UNKNOWN,TREATMENT,0,29.36,MEDIUM,OTHER,INDUSTRY,1,63,7.16,2,2.52,0.3712,0.3879310344827586,5.9,17,12.7,5,1,2
NCT00971009,COMPLETED,NO,Breast Cancer,Oslo University Hospital,FEMALE,"ADULT, OLDER_ADULT",NOT_REPORTED,200.0,1948,1,BEHAVIORAL,1,RANDOMIZED,SUPPORTIVE_CARE,0,26.96,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,1,56,6.16,1,10.71,0.2991,3.0800821355236137,3.1,8,17.2,3,0,0
NCT00436332,COMPLETED,YES,Lung Cancer,SWOG Cancer Research Network,ALL,"ADULT, OLDER_ADULT",PHASE2,84.0,4433,148,BIOLOGICAL,1,UNKNOWN,TREATMENT,0,74.12,HIGH,ONCOLOGY,INDUSTRY,3,180,5.71,4,2.96,0.4408,0.5684637942702458,1.5,49,3.6,18,1,1
NCT00871663,COMPLETED,NO,"Solid Tumors|Lymphoma, Non-Hodgkin|Multiple Myeloma|Leukemia, Lymphocytic, Chronic. B-Cell",Merck Sharp & Dohme LLC,ALL,"ADULT, OLDER_ADULT",PHASE1,123.0,2253,0,DRUG,0,NON_RANDOMIZED,TREATMENT,0,13.81,LOW,ONCOLOGY,INDUSTRY,5,51,5.11,2,5.64,0.2948,1.637816245006658,2.8,17,8.5,12,1,2
NCT05938387,COMPLETED,NO,Glioblastoma,CureVac,ALL,"ADULT, OLDER_ADULT",PHASE1,37.0,977,13,BIOLOGICAL,0,NON_RANDOMIZED,TREATMENT,0,40.56,MEDIUM,OTHER,INDUSTRY,3,60,4.58,3,1.68,0.3496,1.1361310133060387,2.8,25,6.2,12,1,4
NCT00099593,COMPLETED,NO,Cutaneous T-cell Lymphoma|Sezary Syndrome,University of Pittsburgh,ALL,"ADULT, OLDER_ADULT",PHASE2,17.0,1095,1,BIOLOGICAL,0,NON_RANDOMIZED,TREATMENT,0,10.55,LOW,ONCOLOGY,ACADEMIC_GOVT,3,138,4.69,3,0.5,0.3971,0.4657534246575342,2.8,39,10.2,10,0,3
NCT01571921,COMPLETED,NO,Healthy Subjects,Malaysia Palm Oil Board,ALL,ADULT,PHASE1,12.0,31,1,DIETARY_SUPPLEMENT,1,RANDOMIZED,TREATMENT,1,11.21,LOW,OTHER,INDUSTRY,1,34,5.47,1,1.05,0.271,11.61290322580645,0.9,15,10.9,4,0,0
NCT03165721,TERMINATED,YES,"Paraganglioma|Gastrointestinal Stromal Tumors|Carcinoma, Renal Cell|Renal Neoplasms|Pheochromocytoma",National Cancer Institute (NCI),ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,9.0,922,1,DRUG,0,NON_RANDOMIZED,TREATMENT,0,52.22,HIGH,ONCOLOGY,ACADEMIC_GOVT,6,119,7.85,3,3.64,0.2132,0.2928416485900217,5.7,38,3.9,19,0,1
NCT06274814,COMPLETED,NO,Breast Neoplasm Female|Analgesics,"National Cancer Institute, Egypt",FEMALE,"ADULT, OLDER_ADULT",NOT_REPORTED,69.0,335,1,PROCEDURE,0,RANDOMIZED,PREVENTION,1,48.85,HIGH,ONCOLOGY,ACADEMIC_GOVT,2,85,6.57,2,2.33,0.4654,6.179104477611941,2.6,24,13.1,8,0,1
NCT02178722,COMPLETED,YES,Microsatellite-instability (MSI) High Colorectal Cancer (CRC)|Endometrial Cancer|Head and Neck Cancer|Hepatocellular Carcinoma (HCC)|Gastric Cancer|Lung Cancer|Lymphoma|Renal Cell Carcinoma (RCC)|Ovarian Cancer|Solid Tumors|UC (Urothelial Cancer)|Melanoma|Bladder Cancer|Triple Negative Breast Cancer (TNBC),Incyte Corporation,ALL,"ADULT, OLDER_ADULT",PHASE2,444.0,2304,24,DRUG,1,NON_RANDOMIZED,TREATMENT,0,43.21,HIGH,ONCOLOGY,INDUSTRY,7,136,5.24,4,2.1,0.4399,5.78125,3.4,47,10.6,20,1,2
NCT01234922,TERMINATED,YES,"Hypertension|Unspecified Adult Solid Tumor, Protocol Specific",Wake Forest University Health Sciences,ALL,"ADULT, OLDER_ADULT",PHASE2,6.0,1155,1,DRUG,0,RANDOMIZED,TREATMENT,0,23.96,MEDIUM,CARDIOVASCULAR,ACADEMIC_GOVT,2,87,5.91,4,0.5,0.3988,0.15584415584415584,7.5,32,19.9,13,1,1
